Vitals:
Short Term Values:
Time,avail,swap,si,so,pr,pb,cpu-us,cpu-sy,cpu-id,cpu-wa,cpu-st,cpu-gu,virt,rss-all,rss-anon,rss-file,rss-shm,swdo,cpu-us,cpu-sy,io-of,io-rd,io-wr,thr,heap-comm,heap-used,meta-comm,meta-used,meta-csc,meta-csu,meta-gctr,code,mlc,jthr-num,jthr-nd,jthr-cr,jthr-st,cldg-num,cldg-anon,cls-num,cls-ld,cls-uld,
"2021-04-15 17:45:27","60557088","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","16","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:28","60556836","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","2","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:29","60556836","0","0","0","2","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:30","60556944","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:31","60556692","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:32","60556692","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:33","60556696","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:34","60556448","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:35","60556204","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8355","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:36","60556204","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8357","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:37","60556204","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","17","1","29","131072","8357","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:38","60556204","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","2","29","131072","8357","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:39","60556204","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8357","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:40","60555952","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8357","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:41","60555952","0","0","0","3","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8357","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:42","60555956","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8357","242644","38426","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:43","60555956","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","13","1","29","131072","8357","242644","38430","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:44","60555704","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8357","242644","38430","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:45","60555704","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8357","242644","38430","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:46","60555704","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8357","242644","38430","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:47","60555704","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","16","1","29","131072","8357","242644","38430","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:48","60555704","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","2","29","131072","8357","242644","38430","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:49","60607832","0","0","0","1","0","1","0","99","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8357","242644","38430","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:50","60607832","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8357","242644","38430","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:51","60606388","0","0","0","2","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8357","242644","38430","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:52","60606416","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8357","242644","38430","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:53","60606416","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8357","242644","38430","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:54","60606164","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8357","242644","38430","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:55","60606164","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","13","1","29","131072","8357","242644","38430","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
"2021-04-15 17:45:56","60606164","0","0","0","1","0","0","0","100","0","0","0","4081124","483532","446848","36684","0","0","0","0","9","12","1","29","131072","8357","242644","38430","18148","3103","404408","17664","0","13","1","0","28724","62","36","5461","0","0",
